RegionName,ParkName,ParkType,Year,TRV
Pacific West  Region,Kings Canyon NP,National Park,1958,"683,900"
Pacific West  Region,Kings Canyon NP,National Park,1957,"638,500"
Pacific West  Region,Kings Canyon NP,National Park,1956,"669,800"
Pacific West  Region,Kings Canyon NP,National Park,1955,"556,100"
Pacific West  Region,Kings Canyon NP,National Park,1954,"551,500"
Pacific West  Region,Kings Canyon NP,National Park,1953,"435,548"
Pacific West  Region,Kings Canyon NP,National Park,1952,"448,156"
Pacific West  Region,Kings Canyon NP,National Park,1951,"450,031"
Pacific West  Region,Kings Canyon NP,National Park,1950,"337,840"
Pacific West  Region,Kings Canyon NP,National Park,1949,"294,021"
Pacific West  Region,Kings Canyon NP,National Park,1948,"279,231"
Pacific West  Region,Kings Canyon NP,National Park,1947,"236,687"
Pacific West  Region,Kings Canyon NP,National Park,1946,"221,990"
Pacific West  Region,Kings Canyon NP,National Park,1945,"82,442"
Pacific West  Region,Kings Canyon NP,National Park,1944,"35,203"
Pacific West  Region,Kings Canyon NP,National Park,1943,"60,651"
Pacific West  Region,Kings Canyon NP,National Park,1942,"97,745"
Pacific West  Region,Kings Canyon NP,National Park,1941,"173,587"
Pacific West  Region,Kings Canyon NP,National Park,1940,"201,545"
Pacific West  Region,Kings Canyon NP,National Park,1939,"161,080"
Pacific West  Region,Kings Canyon NP,National Park,1938,"148,116"
Pacific West  Region,Kings Canyon NP,National Park,1937,"157,810"
Pacific West  Region,Kings Canyon NP,National Park,1936,"148,568"
Pacific West  Region,Kings Canyon NP,National Park,1935,"116,739"
Pacific West  Region,Kings Canyon NP,National Park,1934,"66,024"
Pacific West  Region,Kings Canyon NP,National Park,1933,"50,081"
Pacific West  Region,Kings Canyon NP,National Park,1932,"40,806"
Pacific West  Region,Kings Canyon NP,National Park,1931,"51,995"
Pacific West  Region,Kings Canyon NP,National Park,1930,"43,547"
Pacific West  Region,Kings Canyon NP,National Park,1929,"44,783"
Pacific West  Region,Kings Canyon NP,National Park,1928,"51,988"
Pacific West  Region,Kings Canyon NP,National Park,1927,"47,996"
Pacific West  Region,Kings Canyon NP,National Park,1926,"50,597"
Pacific West  Region,Kings Canyon NP,National Park,1925,"40,517"
Pacific West  Region,Kings Canyon NP,National Park,1924,"35,020"
Pacific West  Region,Kings Canyon NP,National Park,1923,"46,230"
Pacific West  Region,Kings Canyon NP,National Park,1922,"50,456"
Pacific West  Region,Kings Canyon NP,National Park,1921,"30,312"
Pacific West  Region,Kings Canyon NP,National Park,1920,"19,661"
Pacific West  Region,Kings Canyon NP,National Park,1919,"21,574"
Pacific West  Region,Kings Canyon NP,National Park,1918,"15,496"
Pacific West  Region,Kings Canyon NP,National Park,1917,"17,390"
Pacific West  Region,Kings Canyon NP,National Park,1916,"15,360"
Pacific West  Region,Kings Canyon NP,National Park,1915,"10,523"
Pacific West  Region,Kings Canyon NP,National Park,1914,"3,735"
Pacific West  Region,Kings Canyon NP,National Park,1913,"2,756"
Pacific West  Region,Kings Canyon NP,National Park,1912,"2,240"
Pacific West  Region,Kings Canyon NP,National Park,1911,"2,160"
Pacific West  Region,Kings Canyon NP,National Park,1910,"1,178"
Pacific West  Region,Kings Canyon NP,National Park,1909,798
Pacific West  Region,Kings Canyon NP,National Park,1908,"1,773"
Pacific West  Region,Kings Canyon NP,National Park,1907,"1,100"
Pacific West  Region,Kings Canyon NP,National Park,1906,900
Pacific West  Region,Kings Canyon NP,National Park,1905,"1,000"
Pacific West  Region,Kings Canyon NP,National Park,1904,"1,000"
Pacific West  Region,Lassen Volcanic NP,National Park,2022,"446,291"
Pacific West  Region,Lassen Volcanic NP,National Park,2021,"359,635"
Pacific West  Region,Lassen Volcanic NP,National Park,2020,"542,274"
Pacific West  Region,Lassen Volcanic NP,National Park,2019,"517,039"
Pacific West  Region,Lassen Volcanic NP,National Park,2018,"499,435"
Pacific West  Region,Lassen Volcanic NP,National Park,2017,"507,256"
Pacific West  Region,Lassen Volcanic NP,National Park,2016,"536,068"
Pacific West  Region,Lassen Volcanic NP,National Park,2015,"468,092"
Pacific West  Region,Lassen Volcanic NP,National Park,2014,"432,977"
Pacific West  Region,Lassen Volcanic NP,National Park,2013,"427,409"
Pacific West  Region,Lassen Volcanic NP,National Park,2012,"407,653"
Pacific West  Region,Lassen Volcanic NP,National Park,2011,"351,269"
Pacific West  Region,Lassen Volcanic NP,National Park,2010,"384,570"
Pacific West  Region,Lassen Volcanic NP,National Park,2009,"365,639"
Pacific West  Region,Lassen Volcanic NP,National Park,2008,"377,361"
Pacific West  Region,Lassen Volcanic NP,National Park,2007,"395,057"
Pacific West  Region,Lassen Volcanic NP,National Park,2006,"388,741"
Pacific West  Region,Lassen Volcanic NP,National Park,2005,"365,535"
Pacific West  Region,Lassen Volcanic NP,National Park,2004,"379,667"
Pacific West  Region,Lassen Volcanic NP,National Park,2003,"404,384"
Pacific West  Region,Lassen Volcanic NP,National Park,2002,"388,149"
Pacific West  Region,Lassen Volcanic NP,National Park,2001,"376,695"
Pacific West  Region,Lassen Volcanic NP,National Park,2000,"374,911"
Pacific West  Region,Lassen Volcanic NP,National Park,1999,"353,756"
Pacific West  Region,Lassen Volcanic NP,National Park,1998,"318,049"
Pacific West  Region,Lassen Volcanic NP,National Park,1997,"391,816"
Pacific West  Region,Lassen Volcanic NP,National Park,1996,"351,632"
Pacific West  Region,Lassen Volcanic NP,National Park,1995,"351,001"
Pacific West  Region,Lassen Volcanic NP,National Park,1994,"385,489"
Pacific West  Region,Lassen Volcanic NP,National Park,1993,"434,264"
Pacific West  Region,Lassen Volcanic NP,National Park,1992,"468,011"
Pacific West  Region,Lassen Volcanic NP,National Park,1991,"463,179"
Pacific West  Region,Lassen Volcanic NP,National Park,1990,"460,917"
Pacific West  Region,Lassen Volcanic NP,National Park,1989,"466,115"
Pacific West  Region,Lassen Volcanic NP,National Park,1988,"495,628"
Pacific West  Region,Lassen Volcanic NP,National Park,1987,"472,431"
Pacific West  Region,Lassen Volcanic NP,National Park,1986,"439,723"
Pacific West  Region,Lassen Volcanic NP,National Park,1985,"451,497"
Pacific West  Region,Lassen Volcanic NP,National Park,1984,"463,275"
Pacific West  Region,Lassen Volcanic NP,National Park,1983,"429,867"
Pacific West  Region,Lassen Volcanic NP,National Park,1982,"414,859"
Pacific West  Region,Lassen Volcanic NP,National Park,1981,"415,045"
Pacific West  Region,Lassen Volcanic NP,National Park,1980,"394,425"
Pacific West  Region,Lassen Volcanic NP,National Park,1979,"380,014"
Pacific West  Region,Lassen Volcanic NP,National Park,1978,"442,192"
Pacific West  Region,Lassen Volcanic NP,National Park,1977,"381,200"
Pacific West  Region,Lassen Volcanic NP,National Park,1976,"461,400"
Pacific West  Region,Lassen Volcanic NP,National Park,1975,"444,500"
Pacific West  Region,Lassen Volcanic NP,National Park,1974,"408,700"
Pacific West  Region,Lassen Volcanic NP,National Park,1973,"496,200"
Pacific West  Region,Lassen Volcanic NP,National Park,1972,"504,641"
Pacific West  Region,Lassen Volcanic NP,National Park,1971,"447,400"
Pacific West  Region,Lassen Volcanic NP,National Park,1970,"466,600"
Pacific West  Region,Lassen Volcanic NP,National Park,1969,"435,700"
Pacific West  Region,Lassen Volcanic NP,National Park,1968,"442,800"
Pacific West  Region,Lassen Volcanic NP,National Park,1967,"358,300"
Pacific West  Region,Lassen Volcanic NP,National Park,1966,"462,500"
Pacific West  Region,Lassen Volcanic NP,National Park,1965,"400,300"
Pacific West  Region,Lassen Volcanic NP,National Park,1964,"407,700"
Pacific West  Region,Lassen Volcanic NP,National Park,1963,"369,300"
Pacific West  Region,Lassen Volcanic NP,National Park,1962,"399,000"
Pacific West  Region,Lassen Volcanic NP,National Park,1961,"460,000"
Pacific West  Region,Lassen Volcanic NP,National Park,1960,"401,800"
Pacific West  Region,Lassen Volcanic NP,National Park,1959,"379,900"
Pacific West  Region,Lassen Volcanic NP,National Park,1958,"346,700"
Pacific West  Region,Lassen Volcanic NP,National Park,1957,"327,300"
Pacific West  Region,Lassen Volcanic NP,National Park,1956,"303,800"
Pacific West  Region,Lassen Volcanic NP,National Park,1955,"304,400"
Pacific West  Region,Lassen Volcanic NP,National Park,1954,"282,400"
Pacific West  Region,Lassen Volcanic NP,National Park,1953,"225,328"
Pacific West  Region,Lassen Volcanic NP,National Park,1952,"212,550"
Pacific West  Region,Lassen Volcanic NP,National Park,1951,"203,609"
Pacific West  Region,Lassen Volcanic NP,National Park,1950,"183,815"
Pacific West  Region,Lassen Volcanic NP,National Park,1949,"172,496"
Pacific West  Region,Lassen Volcanic NP,National Park,1948,"160,707"
Pacific West  Region,Lassen Volcanic NP,National Park,1947,"149,848"
Pacific West  Region,Lassen Volcanic NP,National Park,1946,"99,067"
Pacific West  Region,Lassen Volcanic NP,National Park,1945,"45,225"
Pacific West  Region,Lassen Volcanic NP,National Park,1944,"19,060"
Pacific West  Region,Lassen Volcanic NP,National Park,1943,"18,971"
Pacific West  Region,Lassen Volcanic NP,National Park,1942,"48,144"
Pacific West  Region,Lassen Volcanic NP,National Park,1941,"109,272"
Pacific West  Region,Lassen Volcanic NP,National Park,1940,"104,619"
Pacific West  Region,Lassen Volcanic NP,National Park,1939,"100,880"
Pacific West  Region,Lassen Volcanic NP,National Park,1938,"73,005"
Pacific West  Region,Lassen Volcanic NP,National Park,1937,"86,757"
Pacific West  Region,Lassen Volcanic NP,National Park,1936,"76,971"
Pacific West  Region,Lassen Volcanic NP,National Park,1935,"52,294"
Pacific West  Region,Lassen Volcanic NP,National Park,1934,"51,906"
Pacific West  Region,Lassen Volcanic NP,National Park,1933,"45,577"
Pacific West  Region,Lassen Volcanic NP,National Park,1932,"41,723"
Pacific West  Region,Lassen Volcanic NP,National Park,1931,"56,833"
Pacific West  Region,Lassen Volcanic NP,National Park,1930,"31,755"
Pacific West  Region,Lassen Volcanic NP,National Park,1929,"26,106"
Pacific West  Region,Lassen Volcanic NP,National Park,1928,"26,057"
Pacific West  Region,Lassen Volcanic NP,National Park,1927,"20,089"
Pacific West  Region,Lassen Volcanic NP,National Park,1926,"18,739"
Pacific West  Region,Lassen Volcanic NP,National Park,1925,"12,596"
Pacific West  Region,Lassen Volcanic NP,National Park,1924,"12,500"
Pacific West  Region,Lassen Volcanic NP,National Park,1923,"9,500"
Pacific West  Region,Lassen Volcanic NP,National Park,1922,"10,000"
Pacific West  Region,Lassen Volcanic NP,National Park,1921,"10,000"
Pacific West  Region,Lassen Volcanic NP,National Park,1920,"2,000"
Pacific West  Region,Lassen Volcanic NP,National Park,1919,"2,500"
Pacific West  Region,Lassen Volcanic NP,National Park,1918,"2,000"
Pacific West  Region,Lassen Volcanic NP,National Park,1917,"8,500"
Pacific West  Region,Lassen Volcanic NP,National Park,1916,
Pacific West  Region,Lassen Volcanic NP,National Park,1915,
Pacific West  Region,Lassen Volcanic NP,National Park,1914,
Pacific West  Region,Lassen Volcanic NP,National Park,1913,
Pacific West  Region,Lassen Volcanic NP,National Park,1912,
Pacific West  Region,Lassen Volcanic NP,National Park,1911,
Pacific West  Region,Lassen Volcanic NP,National Park,1910,
Pacific West  Region,Lassen Volcanic NP,National Park,1909,
Pacific West  Region,Lassen Volcanic NP,National Park,1908,
Pacific West  Region,Lassen Volcanic NP,National Park,1907,
Pacific West  Region,Lassen Volcanic NP,National Park,1906,
Pacific West  Region,Lassen Volcanic NP,National Park,1905,
Pacific West  Region,Lassen Volcanic NP,National Park,1904,
Pacific West  Region,Mount Rainier NP,National Park,2022,"1,622,395"
Pacific West  Region,Mount Rainier NP,National Park,2021,"1,670,063"
Pacific West  Region,Mount Rainier NP,National Park,2020,"1,160,754"
Pacific West  Region,Mount Rainier NP,National Park,2019,"1,501,621"
Pacific West  Region,Mount Rainier NP,National Park,2018,"1,518,491"
Pacific West  Region,Mount Rainier NP,National Park,2017,"1,415,867"
Pacific West  Region,Mount Rainier NP,National Park,2016,"1,356,913"
Pacific West  Region,Mount Rainier NP,National Park,2015,"1,237,231"
Pacific West  Region,Mount Rainier NP,National Park,2014,"1,264,259"
Pacific West  Region,Mount Rainier NP,National Park,2013,"1,148,552"
Pacific West  Region,Mount Rainier NP,National Park,2012,"1,049,178"
Pacific West  Region,Mount Rainier NP,National Park,2011,"1,038,229"
Pacific West  Region,Mount Rainier NP,National Park,2010,"1,191,754"
Pacific West  Region,Mount Rainier NP,National Park,2009,"1,151,654"
Pacific West  Region,Mount Rainier NP,National Park,2008,"1,163,227"
Pacific West  Region,Mount Rainier NP,National Park,2007,"1,047,685"
Pacific West  Region,Mount Rainier NP,National Park,2006,"1,113,601"
Pacific West  Region,Mount Rainier NP,National Park,2005,"1,173,897"
Pacific West  Region,Mount Rainier NP,National Park,2004,"1,217,750"
Pacific West  Region,Mount Rainier NP,National Park,2003,"1,262,351"
Pacific West  Region,Mount Rainier NP,National Park,2002,"1,310,390"
Pacific West  Region,Mount Rainier NP,National Park,2001,"1,301,103"
Pacific West  Region,Mount Rainier NP,National Park,2000,"1,344,833"
Pacific West  Region,Mount Rainier NP,National Park,1999,"1,291,397"
Pacific West  Region,Mount Rainier NP,National Park,1998,"1,353,793"
Pacific West  Region,Mount Rainier NP,National Park,1997,"1,315,773"
Pacific West  Region,Mount Rainier NP,National Park,1996,"1,338,961"
Pacific West  Region,Mount Rainier NP,National Park,1995,"1,438,227"
Pacific West  Region,Mount Rainier NP,National Park,1994,"1,426,244"
Pacific West  Region,Mount Rainier NP,National Park,1993,"1,365,213"
Pacific West  Region,Mount Rainier NP,National Park,1992,"1,522,057"
Pacific West  Region,Mount Rainier NP,National Park,1991,"1,549,412"
Pacific West  Region,Mount Rainier NP,National Park,1990,"1,327,101"
Pacific West  Region,Mount Rainier NP,National Park,1989,"1,354,302"
Pacific West  Region,Mount Rainier NP,National Park,1988,"1,255,618"
Pacific West  Region,Mount Rainier NP,National Park,1987,"1,292,027"
Pacific West  Region,Mount Rainier NP,National Park,1986,"1,298,457"
Pacific West  Region,Mount Rainier NP,National Park,1985,"1,165,640"
Pacific West  Region,Mount Rainier NP,National Park,1984,"1,152,411"
Pacific West  Region,Mount Rainier NP,National Park,1983,"1,106,306"
Pacific West  Region,Mount Rainier NP,National Park,1982,"1,007,300"
Pacific West  Region,Mount Rainier NP,National Park,1981,"1,233,671"
Pacific West  Region,Mount Rainier NP,National Park,1980,"1,268,256"
Pacific West  Region,Mount Rainier NP,National Park,1979,"1,516,703"
Pacific West  Region,Mount Rainier NP,National Park,1978,"1,606,968"
Pacific West  Region,Mount Rainier NP,National Park,1977,"1,819,600"
Pacific West  Region,Mount Rainier NP,National Park,1976,"1,414,500"
Pacific West  Region,Mount Rainier NP,National Park,1975,"1,176,500"
Pacific West  Region,Mount Rainier NP,National Park,1974,"1,138,100"
Pacific West  Region,Mount Rainier NP,National Park,1973,"1,065,400"
Pacific West  Region,Mount Rainier NP,National Park,1972,"1,275,589"
Pacific West  Region,Mount Rainier NP,National Park,1971,"1,319,400"
Pacific West  Region,Mount Rainier NP,National Park,1970,"1,925,100"
Pacific West  Region,Mount Rainier NP,National Park,1969,"1,659,500"
Pacific West  Region,Mount Rainier NP,National Park,1968,"1,682,700"
Pacific West  Region,Mount Rainier NP,National Park,1967,"1,805,900"
Pacific West  Region,Mount Rainier NP,National Park,1966,"1,722,300"
Pacific West  Region,Mount Rainier NP,National Park,1965,"1,643,100"
Pacific West  Region,Mount Rainier NP,National Park,1964,"1,439,900"
Pacific West  Region,Mount Rainier NP,National Park,1963,"1,544,300"
Pacific West  Region,Mount Rainier NP,National Park,1962,"1,905,300"
Pacific West  Region,Mount Rainier NP,National Park,1961,"1,592,800"
Pacific West  Region,Mount Rainier NP,National Park,1960,"1,538,700"
Pacific West  Region,Mount Rainier NP,National Park,1959,"1,105,100"
Pacific West  Region,Mount Rainier NP,National Park,1958,"1,115,800"
Pacific West  Region,Mount Rainier NP,National Park,1957,"935,800"
Pacific West  Region,Mount Rainier NP,National Park,1956,"850,700"
Pacific West  Region,Mount Rainier NP,National Park,1955,"839,200"
Pacific West  Region,Mount Rainier NP,National Park,1954,"795,000"
Pacific West  Region,Mount Rainier NP,National Park,1953,"768,015"
Pacific West  Region,Mount Rainier NP,National Park,1952,"877,388"
Pacific West  Region,Mount Rainier NP,National Park,1951,"873,877"
Pacific West  Region,Mount Rainier NP,National Park,1950,"573,685"
Pacific West  Region,Mount Rainier NP,National Park,1949,"584,004"
Pacific West  Region,Mount Rainier NP,National Park,1948,"570,053"
Pacific West  Region,Mount Rainier NP,National Park,1947,"519,698"
Pacific West  Region,Mount Rainier NP,National Park,1946,"470,903"
Pacific West  Region,Mount Rainier NP,National Park,1945,"304,227"
Pacific West  Region,Mount Rainier NP,National Park,1944,"135,277"
Pacific West  Region,Mount Rainier NP,National Park,1943,"124,474"
Pacific West  Region,Mount Rainier NP,National Park,1942,"343,575"
Pacific West  Region,Mount Rainier NP,National Park,1941,"476,776"
Pacific West  Region,Mount Rainier NP,National Park,1940,"456,637"
Pacific West  Region,Mount Rainier NP,National Park,1939,"361,787"
Pacific West  Region,Mount Rainier NP,National Park,1938,"381,876"
Pacific West  Region,Mount Rainier NP,National Park,1937,"349,289"
Pacific West  Region,Mount Rainier NP,National Park,1936,"317,345"
Pacific West  Region,Mount Rainier NP,National Park,1935,"239,309"
Pacific West  Region,Mount Rainier NP,National Park,1934,"242,757"
Pacific West  Region,Mount Rainier NP,National Park,1933,"170,104"
Pacific West  Region,Mount Rainier NP,National Park,1932,"216,065"
Pacific West  Region,Mount Rainier NP,National Park,1931,"293,562"
Pacific West  Region,Mount Rainier NP,National Park,1930,"265,620"
Pacific West  Region,Mount Rainier NP,National Park,1929,"217,783"
Pacific West  Region,Mount Rainier NP,National Park,1928,"219,531"
Pacific West  Region,Mount Rainier NP,National Park,1927,"200,051"
Pacific West  Region,Mount Rainier NP,National Park,1926,"161,796"
Pacific West  Region,Mount Rainier NP,National Park,1925,"173,004"
Pacific West  Region,Mount Rainier NP,National Park,1924,"161,473"
Pacific West  Region,Mount Rainier NP,National Park,1923,"123,708"
Pacific West  Region,Mount Rainier NP,National Park,1922,"70,371"
Pacific West  Region,Mount Rainier NP,National Park,1921,"55,771"
Pacific West  Region,Mount Rainier NP,National Park,1920,"56,491"
Pacific West  Region,Mount Rainier NP,National Park,1919,"55,232"
Pacific West  Region,Mount Rainier NP,National Park,1918,"43,901"
Pacific West  Region,Mount Rainier NP,National Park,1917,"35,568"
Pacific West  Region,Mount Rainier NP,National Park,1916,"23,989"
Pacific West  Region,Mount Rainier NP,National Park,1915,"35,166"
Pacific West  Region,Mount Rainier NP,National Park,1914,"15,038"
Pacific West  Region,Mount Rainier NP,National Park,1913,"13,501"
Pacific West  Region,Mount Rainier NP,National Park,1912,"8,946"
Pacific West  Region,Mount Rainier NP,National Park,1911,"10,306"
Pacific West  Region,Mount Rainier NP,National Park,1910,"8,000"
Pacific West  Region,Mount Rainier NP,National Park,1909,"5,968"
Pacific West  Region,Mount Rainier NP,National Park,1908,"2,826"
Pacific West  Region,Mount Rainier NP,National Park,1907,"2,068"
Pacific West  Region,Mount Rainier NP,National Park,1906,"1,786"
Pacific West  Region,Mount Rainier NP,National Park,1905,928
Pacific West  Region,Mount Rainier NP,National Park,1904,563
Pacific West  Region,National Park of American Samoa,National Park,2022,"1,887"
Pacific West  Region,National Park of American Samoa,National Park,2021,"8,495"
Pacific West  Region,National Park of American Samoa,National Park,2020,"4,819"
Pacific West  Region,National Park of American Samoa,National Park,2019,"60,006"
Pacific West  Region,National Park of American Samoa,National Park,2018,"28,626"
Pacific West  Region,National Park of American Samoa,National Park,2017,"69,468"
Pacific West  Region,National Park of American Samoa,National Park,2016,"28,892"
Pacific West  Region,National Park of American Samoa,National Park,2015,"13,892"
Pacific West  Region,National Park of American Samoa,National Park,2014,"13,953"
Pacific West  Region,National Park of American Samoa,National Park,2013,"17,919"
Pacific West  Region,National Park of American Samoa,National Park,2012,"10,440"
Pacific West  Region,National Park of American Samoa,National Park,2011,"8,716"
Pacific West  Region,National Park of American Samoa,National Park,2010,"3,006"
Pacific West  Region,National Park of American Samoa,National Park,2009,"3,242"
Pacific West  Region,National Park of American Samoa,National Park,2008,"3,683"
Pacific West  Region,National Park of American Samoa,National Park,2007,"6,774"
Pacific West  Region,National Park of American Samoa,National Park,2006,"1,239"
Pacific West  Region,National Park of American Samoa,National Park,2005,
Pacific West  Region,National Park of American Samoa,National Park,2004,
Pacific West  Region,National Park of American Samoa,National Park,2003,0
Pacific West  Region,National Park of American Samoa,National Park,2002,"1,938"
Pacific West  Region,National Park of American Samoa,National Park,2001,
Pacific West  Region,National Park of American Samoa,National Park,2000,
Pacific West  Region,National Park of American Samoa,National Park,1999,
Pacific West  Region,National Park of American Samoa,National Park,1998,
Pacific West  Region,National Park of American Samoa,National Park,1997,
Pacific West  Region,National Park of American Samoa,National Park,1996,
Pacific West  Region,National Park of American Samoa,National Park,1995,
Pacific West  Region,National Park of American Samoa,National Park,1994,
Pacific West  Region,National Park of American Samoa,National Park,1993,
Pacific West  Region,National Park of American Samoa,National Park,1992,
Pacific West  Region,National Park of American Samoa,National Park,1991,
Pacific West  Region,National Park of American Samoa,National Park,1990,
Pacific West  Region,National Park of American Samoa,National Park,1989,
Pacific West  Region,National Park of American Samoa,National Park,1988,
Pacific West  Region,National Park of American Samoa,National Park,1987,
Pacific West  Region,National Park of American Samoa,National Park,1986,
Pacific West  Region,National Park of American Samoa,National Park,1985,
Pacific West  Region,National Park of American Samoa,National Park,1984,
Pacific West  Region,National Park of American Samoa,National Park,1983,
Pacific West  Region,National Park of American Samoa,National Park,1982,
Pacific West  Region,National Park of American Samoa,National Park,1981,
Pacific West  Region,National Park of American Samoa,National Park,1980,
Pacific West  Region,National Park of American Samoa,National Park,1979,
Pacific West  Region,National Park of American Samoa,National Park,1978,
Pacific West  Region,National Park of American Samoa,National Park,1977,
Pacific West  Region,National Park of American Samoa,National Park,1976,
Pacific West  Region,National Park of American Samoa,National Park,1975,
Pacific West  Region,National Park of American Samoa,National Park,1974,
Pacific West  Region,National Park of American Samoa,National Park,1973,
Pacific West  Region,National Park of American Samoa,National Park,1972,
Pacific West  Region,National Park of American Samoa,National Park,1971,
Pacific West  Region,National Park of American Samoa,National Park,1970,
Pacific West  Region,National Park of American Samoa,National Park,1969,
Pacific West  Region,National Park of American Samoa,National Park,1968,
Pacific West  Region,National Park of American Samoa,National Park,1967,
Pacific West  Region,National Park of American Samoa,National Park,1966,
Pacific West  Region,National Park of American Samoa,National Park,1965,
Pacific West  Region,National Park of American Samoa,National Park,1964,
Pacific West  Region,National Park of American Samoa,National Park,1963,
Pacific West  Region,National Park of American Samoa,National Park,1962,
Pacific West  Region,National Park of American Samoa,National Park,1961,
Pacific West  Region,National Park of American Samoa,National Park,1960,
Pacific West  Region,National Park of American Samoa,National Park,1959,
Pacific West  Region,National Park of American Samoa,National Park,1958,
Pacific West  Region,National Park of American Samoa,National Park,1957,
Pacific West  Region,National Park of American Samoa,National Park,1956,
Pacific West  Region,National Park of American Samoa,National Park,1955,
Pacific West  Region,National Park of American Samoa,National Park,1954,
Pacific West  Region,National Park of American Samoa,National Park,1953,
Pacific West  Region,National Park of American Samoa,National Park,1952,
Pacific West  Region,National Park of American Samoa,National Park,1951,
Pacific West  Region,National Park of American Samoa,National Park,1950,
Pacific West  Region,National Park of American Samoa,National Park,1949,
Pacific West  Region,National Park of American Samoa,National Park,1948,
Pacific West  Region,National Park of American Samoa,National Park,1947,
Pacific West  Region,National Park of American Samoa,National Park,1946,
Pacific West  Region,National Park of American Samoa,National Park,1945,
Pacific West  Region,National Park of American Samoa,National Park,1944,
Pacific West  Region,National Park of American Samoa,National Park,1943,
Pacific West  Region,National Park of American Samoa,National Park,1942,
Pacific West  Region,National Park of American Samoa,National Park,1941,
Pacific West  Region,National Park of American Samoa,National Park,1940,
Pacific West  Region,National Park of American Samoa,National Park,1939,
Pacific West  Region,National Park of American Samoa,National Park,1938,
Pacific West  Region,National Park of American Samoa,National Park,1937,
Pacific West  Region,National Park of American Samoa,National Park,1936,
Pacific West  Region,National Park of American Samoa,National Park,1935,
Pacific West  Region,National Park of American Samoa,National Park,1934,
Pacific West  Region,National Park of American Samoa,National Park,1933,
Pacific West  Region,National Park of American Samoa,National Park,1932,
Pacific West  Region,National Park of American Samoa,National Park,1931,
Pacific West  Region,National Park of American Samoa,National Park,1930,
Pacific West  Region,National Park of American Samoa,National Park,1929,
Pacific West  Region,National Park of American Samoa,National Park,1928,
Pacific West  Region,National Park of American Samoa,National Park,1927,
Pacific West  Region,National Park of American Samoa,National Park,1926,
Pacific West  Region,National Park of American Samoa,National Park,1925,
Pacific West  Region,National Park of American Samoa,National Park,1924,
Pacific West  Region,National Park of American Samoa,National Park,1923,
Pacific West  Region,National Park of American Samoa,National Park,1922,
Pacific West  Region,National Park of American Samoa,National Park,1921,
Pacific West  Region,National Park of American Samoa,National Park,1920,
Pacific West  Region,National Park of American Samoa,National Park,1919,
Pacific West  Region,National Park of American Samoa,National Park,1918,
Pacific West  Region,National Park of American Samoa,National Park,1917,
Pacific West  Region,National Park of American Samoa,National Park,1916,
Pacific West  Region,National Park of American Samoa,National Park,1915,
Pacific West  Region,National Park of American Samoa,National Park,1914,
Pacific West  Region,National Park of American Samoa,National Park,1913,
Pacific West  Region,National Park of American Samoa,National Park,1912,
Pacific West  Region,National Park of American Samoa,National Park,1911,
Pacific West  Region,National Park of American Samoa,National Park,1910,
Pacific West  Region,National Park of American Samoa,National Park,1909,
Pacific West  Region,National Park of American Samoa,National Park,1908,
Pacific West  Region,National Park of American Samoa,National Park,1907,
Pacific West  Region,National Park of American Samoa,National Park,1906,
Pacific West  Region,National Park of American Samoa,National Park,1905,
Pacific West  Region,National Park of American Samoa,National Park,1904,
Pacific West  Region,North Cascades NP,National Park,2022,"30,154"
Pacific West  Region,North Cascades NP,National Park,2021,"17,855"
Pacific West  Region,North Cascades NP,National Park,2020,"30,885"
Pacific West  Region,North Cascades NP,National Park,2019,"38,208"
Pacific West  Region,North Cascades NP,National Park,2018,"30,085"
Pacific West  Region,North Cascades NP,National Park,2017,"30,326"
Pacific West  Region,North Cascades NP,National Park,2016,"28,646"
Pacific West  Region,North Cascades NP,National Park,2015,"20,677"
Pacific West  Region,North Cascades NP,National Park,2014,"23,865"
Pacific West  Region,North Cascades NP,National Park,2013,"21,623"
Pacific West  Region,North Cascades NP,National Park,2012,"26,935"
Pacific West  Region,North Cascades NP,National Park,2011,"19,208"
Pacific West  Region,North Cascades NP,National Park,2010,"24,659"
Pacific West  Region,North Cascades NP,National Park,2009,"26,972"
Pacific West  Region,North Cascades NP,National Park,2008,"18,725"
Pacific West  Region,North Cascades NP,National Park,2007,"19,534"
Pacific West  Region,North Cascades NP,National Park,2006,"19,167"
Pacific West  Region,North Cascades NP,National Park,2005,"18,686"
Pacific West  Region,North Cascades NP,National Park,2004,"16,912"
Pacific West  Region,North Cascades NP,National Park,2003,"20,724"
Pacific West  Region,North Cascades NP,National Park,2002,"20,691"
Pacific West  Region,North Cascades NP,National Park,2001,"27,739"
Pacific West  Region,North Cascades NP,National Park,2000,"25,704"
Pacific West  Region,North Cascades NP,National Park,1999,"21,488"
Pacific West  Region,North Cascades NP,National Park,1998,"32,753"
Pacific West  Region,North Cascades NP,National Park,1997,"27,203"
Pacific West  Region,North Cascades NP,National Park,1996,"27,910"
Pacific West  Region,North Cascades NP,National Park,1995,"65,984"
Pacific West  Region,North Cascades NP,National Park,1994,"19,323"
Pacific West  Region,North Cascades NP,National Park,1993,"21,378"
Pacific West  Region,North Cascades NP,National Park,1992,"20,295"
Pacific West  Region,North Cascades NP,National Park,1991,"22,796"
Pacific West  Region,North Cascades NP,National Park,1990,"456,444"
